ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
SosigAccessory_Tactical_FuelTank_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_GasMask1,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_GasMask2,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_GasMask3,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_Goggles_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_HeavyArmour_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_HeavyPants_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_Helmet_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_LightArmour_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_LightPants_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_MediumArmour_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigAccessory_Tactical_WelderMask_Swat,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_backpack_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_combatcap_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_generalcap_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_helmet_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_normalcap_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_pants_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_shirt_brown,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_backpack_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_combatcap_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_generalcap_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_helmet_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_normalcap_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_pants_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_shirt_green,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_backpack_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_combatcap_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_generalcap_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_helmet_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_normalcap_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_pants_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_shirt_grey,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesoryww2flamethrowerbackpack,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_backpack_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_combatcap_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_generalcap_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_helmet_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_normalcap_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_pants_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosigaccesory_ww2_shirt_tan,SosigClothing,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigBody_BulkyArmor,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigBody_Default,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigBody_FireProof,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigBody_Junkbot,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SosigBody_Pacification,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosigBodyPlayerBody,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Boner,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Floater,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_FunGuy,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Grilled,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_GrilledAlt,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Lemonhead,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_LJ_R,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_OldSmokey,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Prick,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Rot,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_Spurter,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ZosigBody_TheHung,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosiggrenade_Flash,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_Frag,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
SosiggrenadeFragWW2,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_HLHE,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_HLHEHeld,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_Incendiary,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_Meathack,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
SosiggrenadePoisonBreadCrap,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggrenade_Smoke,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Compact,None,None,Health,None,None
Sosiggun_ColtArmy,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_ColtNavy,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Derringer,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_DoubleBarrel,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Gatling,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_LeverAction,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_MG_ColtArmy,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Trapdoor,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_W1887,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
SosiggunFutureBullpov,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunFutureDesertVulture,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
SosiggunFutureMeatleStorm,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
SosiggunFutureNachtigal,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,FullPower,Compact,None,None,None,None,None
SosiggunFuturePocketToaster,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Exotic,Compact,None,None,None,None,None
SosiggunMGBlaster,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_870,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_AA12,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_AKM,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunAsh12,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_BlackMamba,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Deagle,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunDP12,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
SosiggunDT11,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunF2000,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Famas,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Glock,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunKedr,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
SosiggunM1014,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_M16,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunM17,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_M60,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunM79,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_M9,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Mac11,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Makarov,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Minigun,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,FullPower,Compact,None,None,None,None,None
SosiggunMk14EBR,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,FullPower,Compact,None,None,None,None,None
SosiggunMK47,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_MP5SD,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunMP7,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
SosiggunP90,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
Sosiggun_PKM,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunPP19,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_PSG1,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,FullPower,Compact,None,None,None,None,None
SosiggunPulseRifle,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
SosiggunR1022,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Revolver,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunRG6,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
SosiggunRhino40DS,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunRPG7,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_Scout,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunSpas12,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Pistol,Compact,None,None,None,None,None
SosiggunSVDS,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,FullPower,Compact,None,None,None,None,None
SosiggunToz106,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
SosiggunUSPMatch,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Uzi,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunXM250,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
SosiggunXM5,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Shotgun,Compact,None,None,None,None,None
Sosiggun_Pacification_GlockSuppressed,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Pacification_M16,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Pacification_MP5SD,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Pacification_Scout,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Barfer,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Flamer,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_FungusMortar,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_Prick,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun_RelishSquirter,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,Health,None,None
Sosiggun870Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunAKMSuppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunF2000Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunGlockSuppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunM14EBRSuppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunM16Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunM17Suppressed,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunM1911Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunM9Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunMac11Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunMP7Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunP90Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunPSG1Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunRevolverSuppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunScoutSuppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SosiggunUzi45Suppressed,Uncategorized,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sosiggun_BAR,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunBazooka,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Ordnance,Compact,None,None,None,None,None
Sosiggun_C1903,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosiggunFlamethrower,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Fire,Compact,None,None,None,None,None
Sosiggun_Garand,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_M1911,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_M1917,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_M1Carbine,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_Tommy,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
Sosiggun_W1897,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Compact,None,None,None,None,None
SosigMelee_BootKnife,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Cleaver,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Crowbar,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Gladius,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Kabar,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Katana,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Parazonium,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Baton,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_FishingSpear,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Hatchet,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Hatchet_Large,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Jackhammer,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Paddle,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Pickaxe,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Pitchfork,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Spade,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Sword,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Rusty_Torch,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Shield_Riot,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Bulky,None,None,Health,None,None
SosigMelee_Shield_Roman2,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Bulky,None,None,Health,None,None
SosigMelee_SpikedCLub,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_StunBaton,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Tanto,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Tomahawk,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
SosigMelee_Warclub,Uncategorized,Futuristic,Real,None,None,None,,,,None,None,Carbine,None,None,Health,None,None
Turburgert_Flak,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
Turburgert_Flamethrower,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
Turburgert_MachineGun,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
TurburgertMFBlue,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
TurburgertMFRed,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
Turburgert_SMG,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
Turburgert_Suppression,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,Health,None,None
BreadCrab,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,None,None,None
BreadCrabFast,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,None,None,None
BreadCrabPoison,Uncategorized,Futuristic,Real,None,None,Automatic,,,,None,Intermediate,Oversize,None,None,None,None,None
TNH_EncryptionTarget_1_Static,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_2_Hardened,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_3_Swarm,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_4_Recursive,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_5_Stealth,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_6_Agile,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
TNH_EncryptionTarget_7_Regenerative,Target,None,TNH,None,None,None,,,,None,None,None,None,None,Health,None,None
BarrelBluePolymer,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierLow,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierMed,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierMedWin,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierNarrow,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierNarrowWin,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierWide,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBarrierWideWin,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBoard2ft,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBoard4ft,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
CompBoard8ft,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
NineHoleBarrierLeft,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
NineHoleBarrierRight,Prop,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BackpackA,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ButtBackpack,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
GunCaseSaveable_Large,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GunCaseSaveable_Small,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventBleeper,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventButton,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventGenerator,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventLight,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventRandomNumGenerator,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventRouter,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventSplitterDouble,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventSplitterQuadruple,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventSplitterSingle,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventSplitterTriple,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
EventSwitch,Tool,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BangSnap,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BoxoBangSnaps,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RomanCandle1,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RomanCandle2,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Sparkler,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TankFirework,Firework,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Destructobin,Furniture,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
_FoldingTable,Furniture,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SimpleCrate_A,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SimpleCrate_B,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodCrateBigPly,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodCrateCubic,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodCrateFramedPlywood,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodCrateSolidBoardsLong,Prop,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
